kode,nama
91.14.11,kubu
91.14.11.2002,aruku
91.14.11.2003,kubugiwa
91.14.11.2005,kubu
91.14.11.2015,numbugawe
91.14.11.2016,tiyenggupur
91.14.11.2018,murik
91.14.11.2019,minagi
91.14.11.2020,kalewi
91.14.11.2026,menggenagi
91.14.12,konda/ kondaga
91.14.12.2001,konda
91.14.12.2002,arulo
91.14.12.2010,mandura
91.14.12.2011,mowilome
91.14.12.2012,arumagi
91.14.12.2015,gimo
91.14.12.2017,silabulo
91.14.12.2018,arikoba
91.14.12.2019,tingapura
91.14.12.2020,ganage
91.14.12.2021,yawineri
91.14.13,nelawi
91.14.13.2001,mondagul
91.14.13.2003,timojimo
91.14.13.2005,tabowanimbo
91.14.13.2006,nelawi
91.14.13.2007,woromolome
91.14.13.2008,kendemaya
91.14.13.2009,palagi
91.14.13.2010,megapura
91.14.13.2011,wabuna
91.14.13.2012,minagame
91.14.13.2013,barename/luanggi
91.14.13.2014,yilogonime/tabinabo
91.14.14,kuari
91.14.14.2001,kuari
91.14.14.2002,menggeba
91.14.14.2003,alopur
91.14.14.2004,kenen
91.14.14.2005,wanggugup
91.14.14.2006,baliminggi
91.14.14.2007,abepur
91.14.14.2008,markar
91.14.14.2009,luanggi
91.14.14.2010,kondegun
91.14.14.2011,jinulira
91.14.14.2012,kibur
91.14.14.2013,tebenalo
91.14.14.2014,umaga
91.14.14.2015,kurik
91.14.14.2017,menggenagame
91.14.14.2018,gubagi
91.14.15,bokoneri
91.14.15.2001,bokoneri
91.14.15.2002,donggem
91.14.15.2003,abimbak
91.14.15.2004,munagame
91.14.15.2005,kanewunuk
91.14.15.2006,nanggurilime
91.14.15.2007,kurewunuk
91.14.15.2008,durima
91.14.15.2009,lerewere
91.14.15.2010,bolly
91.14.15.2011,omuk
91.14.15.2013,wonaga
91.14.15.2014,waringga
91.14.15.2015,tanabume
91.14.15.2016,kanere
91.14.15.2017,nunggalo
91.14.15.2018,weri
91.14.16,bewani
91.14.16.2001,abena
91.14.16.2002,nogobumbu
91.14.16.2003,bilubaga
91.14.16.2004,gabunggobak
91.14.16.2005,wulurik
91.14.16.2006,wanggulam
91.14.16.2007,bitillabur
91.14.16.2008,windik
91.14.16.2009,yibalo
91.14.16.2010,wania
91.14.16.2011,arelam
91.14.16.2012,gelalo
91.14.16.2013,duma
91.14.16.2014,yinama
91.14.18,nabunage
91.14.18.2001,nabunage
91.14.18.2002,kupara
91.14.18.2003,kutime
91.14.18.2004,kumbo
91.14.18.2005,timbindelo
91.14.18.2011,jekito
91.14.18.2012,wewo
91.14.18.2013,geningga
91.14.18.2014,kimilo
91.14.18.2015,missa
91.14.18.2016,logilome
91.14.19,gilubandu
91.14.19.2001,tinggom
91.14.19.2003,egoni
91.14.19.2004,martelo
91.14.19.2006,lerewere
91.14.19.2007,yakep
91.14.19.2009,welesi
91.14.19.2010,orelukban
91.14.19.2011,baguni
91.14.19.2012,kulutin
91.14.19.2015,yamulo
91.14.20,nunggawi
91.14.20.2001,nunggawi
91.14.20.2002,kokondao
91.14.20.2003,belep
91.14.20.2004,kuripaga
91.14.20.2005,kimobur
91.14.20.2006,wondame
91.14.20.2007,kilungga
91.14.20.2008,nombori
91.14.20.2009,delelah
91.14.20.2010,gilo
91.14.20.2011,undi
91.14.20.2012,derek
91.14.20.2013,numbe
91.14.20.2014,kanggineri
91.14.20.2015,wonoluk
91.14.20.2016,barenggo
91.14.20.2017,tunibur
91.14.20.2018,woyi
91.14.20.2019,kubalo
91.14.20.2020,tinoweno
91.14.20.2021,mololowa
91.14.20.2022,kunipaga
91.14.20.2023,kabumanggen
91.14.20.2024,kondangwi
91.14.20.2025,kipino
91.14.20.2026,tomobur
91.14.21,gundagi
91.14.21.2001,wamolo
91.14.21.2002,woraga
91.14.21.2003,kalarin
91.14.21.2004,gubuk
91.14.21.2005,umar
91.14.21.2007,wobe
91.14.21.2008,gingga
91.14.21.2009,punggelak
91.14.21.2010,kurik
91.14.21.2011,gumbini
91.14.21.2012,muruneri
91.14.21.2013,nangga
91.14.21.2014,enggawogo
91.14.21.2016,wamili
91.14.21.2017,oker
91.14.21.2018,winengga
91.14.21.2019,aworera
91.14.22,numba
91.14.22.2001,numba
91.14.22.2005,baliminggi
91.14.22.2006,kuma
91.14.22.2007,yugumena
91.14.22.2009,yalogo
91.14.22.2011,yiragame
91.14.22.2012,tingwineri
91.14.22.2013,guniki
91.14.22.2014,keragigelok
91.14.22.2015,jinuwanu
91.14.23,timori
91.14.23.2001,bolubur
91.14.23.2002,geneluk
91.14.23.2003,tirib
91.14.23.2004,beremo
91.14.23.2005,pirage
91.14.23.2006,koinggambu
91.14.23.2007,liwina
91.14.23.2008,eragani
91.14.23.2009,luki
91.14.23.2011,tioner
91.14.23.2013,logulo
91.14.23.2014,bawi
91.14.24,dundu
91.14.24.2001,dundu
91.14.24.2002,nugini
91.14.24.2003,kembu
91.14.24.2005,kurupu
91.14.24.2008,yiku
91.14.24.2009,bimo
91.14.24.2010,dugunagep
91.14.24.2011,nilogabu
91.14.24.2012,nakwi
91.14.24.2013,nini
91.14.25,geya
91.14.25.2001,geya
91.14.25.2003,alobaga
91.14.25.2004,timori
91.14.25.2005,nawu
91.14.25.2006,tinagoga
91.14.25.2007,witipur
91.14.25.2008,jelepele
91.14.25.2012,winalo
91.14.25.2013,kibu
91.14.25.2014,wunggilipur
91.14.25.2015,weyambi
91.14.25.2019,dimbara
91.14.26,egiam
91.14.26.2001,egiam
91.14.26.2014,yonira
91.14.26.2015,tabonakme
91.14.26.2023,murni
91.14.26.2024,yoka
91.14.26.2025,wayongga
91.14.26.2026,weri
91.14.26.2027,pinde
91.14.26.2028,kurba
91.14.26.2029,kaliundi
91.14.27,poganeri
91.14.27.2024,gagulineri
91.14.27.2025,telekonok
91.14.27.2026,kuoklanggunik
91.14.27.2027,bogokila
91.14.27.2028,mabuk
91.14.27.2030,nogari
91.14.27.2032,genage
91.14.27.2034,tigir
91.14.27.2037,gindugunik
91.14.27.2038,konengga
91.14.28,kamboneri
91.14.28.2014,berembanak
91.14.28.2018,habag
91.14.28.2020,kekoli
91.14.28.2021,kamboniki
91.14.28.2026,kaloniki
91.14.28.2027,tari
91.14.28.2028,marbuna
91.14.28.2029,malta
91.14.29,airgaram
91.14.29.2009,onggokme
91.14.29.2011,kubur
91.14.29.2012,weu
91.14.29.2013,liwese
91.14.29.2015,wenduri
91.14.29.2018,tabo wanimbo
91.14.29.2019,lenggup
91.14.29.2020,tinger
91.14.30,wari/taiyeve ii
91.14.30.2001,yanora
91.14.30.2004,wari/taiyeve
91.14.30.2005,papedari
91.14.30.2006,dotori
91.14.30.2007,arebe/ninggame
91.14.30.2008,kowari
91.14.30.2010,wiki
91.14.30.2011,kuruku
91.14.30.2012,friji
91.14.30.2013,dorera
91.14.30.2014,dustra/yamiriko
91.14.30.2015,muna
91.14.30.2016,kalibu
91.14.30.2017,laniloma
91.14.30.2018,wakumendek
91.14.30.2021,timoga/kabupaga
91.14.30.2022,beleise
91.14.31,dow
91.14.31.2001,dow/bijere
91.14.31.2004,takri
91.14.31.2005,prawa
91.14.31.2006,sigou
91.14.31.2007,dagari
91.14.31.2008,warka
91.14.31.2010,pakare
91.14.31.2011,tigu
91.14.31.2012,bire
91.14.31.2013,itoli
91.14.31.2014,vokuyo
91.14.32,tagineri
91.14.32.2001,silo
91.14.32.2002,logi
91.14.32.2003,tagi
91.14.32.2004,bini
91.14.32.2005,dunda
91.14.32.2006,getiem
91.14.32.2007,rumbepaga
91.14.32.2008,yimabnime
91.14.32.2009,wanuk
91.14.32.2010,lamaluk
91.14.33,yuneri
91.14.33.2001,yuneri
91.14.33.2002,yido
91.14.33.2003,omibur
91.14.33.2004,tenabaga
91.14.33.2005,wonabunggame
91.14.33.2006,gembileme
91.14.33.2007,wenome
91.14.33.2008,mopi
91.14.33.2009,kanggilo
91.14.33.2010,yudimba
91.14.33.2011,umar
91.14.34,wakuwo
91.14.34.2001,wama
91.14.34.2002,wonitu
91.14.34.2003,kumbur
91.14.34.2004,kwarini
91.14.34.2005,weyage
91.14.34.2006,timer
91.14.34.2007,gulak
91.14.34.2008,nowo
91.14.34.2009,gunalo
91.14.34.2010,korlo
91.14.34.2011,towolome
91.14.34.2012,golena
91.14.35,gika
91.14.35.2001,geka
91.14.35.2002,kwa
91.14.35.2003,gelok
91.14.35.2004,makido
91.14.35.2005,yinuwanu
91.14.35.2006,wanuwi
91.14.35.2007,dimbara
91.14.35.2008,wenigi
91.14.35.2009,membramonggen
91.14.35.2010,tabunakme
91.14.36,telenggeme
91.14.36.2001,telenggeme
91.14.36.2002,aukuni
91.14.36.2003,tenek
91.14.36.2004,kimunuk
91.14.36.2005,kimugu
91.14.36.2006,yagagobak
91.14.36.2007,linggira
91.14.36.2008,wekaru
91.14.36.2009,dolunggun
91.14.36.2010,kagi
91.14.37,anawi
91.14.37.2001,anawi
91.14.37.2002,yalipura
91.14.37.2003,kotori
91.14.37.2004,bieleme
91.14.37.2005,yalokobak
91.14.37.2006,linggira
91.14.37.2007,aridunda
91.14.37.2008,loguk
91.14.37.2009,imurik
91.14.37.2010,gineri
91.14.38,wenam
91.14.38.2001,banggeri
91.14.38.2002,igari
91.14.38.2003,tina
91.14.38.2004,telelomi
91.14.38.2005,kopenawai
91.14.38.2006,wunggi
91.14.38.2007,baganagapur
91.14.38.2008,milineri
91.14.38.2009,mili
91.14.38.2010,geyaneri
91.14.39,wugi
91.14.39.2001,wugi
91.14.39.2002,loma
91.14.39.2003,gitar
91.14.39.2004,gilime
91.14.39.2005,lena
91.14.39.2006,timoneri
91.14.39.2007,kuagembur
91.14.39.2008,wuronggi
91.14.39.2009,buangludah
91.14.39.2010,pindelo
91.14.39.2011,koli
91.14.40,danime
91.14.40.2001,wania
91.14.40.2002,milipaa
91.14.40.2003,tarawi
91.14.40.2004,niagale
91.14.40.2005,bumbu
91.14.40.2006,ambena
91.14.40.2007,gunombo
91.14.40.2008,mawi
91.14.40.2009,ripa
91.14.40.2010,delegari
91.14.41,tagime
91.14.41.2001,peyola
91.14.41.2002,kogotime
91.14.41.2003,gabunam
91.14.41.2004,gulak
91.14.41.2005,melaga
91.14.41.2006,ekoni
91.14.41.2007,minggen
91.14.41.2008,kandimbaga
91.14.41.2009,kinebe
91.14.41.2010,belela
91.14.42,kai
91.14.42.2001,kaiga
91.14.42.2002,bawi
91.14.42.2003,tina
91.14.42.2004,kurbaya
91.14.42.2005,wiyangger
91.14.42.2006,again
91.14.42.2007,piraleme
91.14.42.2008,tunggunale
91.14.42.2009,kotorambur
91.14.42.2010,wolu
91.14.43,aweku
91.14.43.2001,wuluk
91.14.43.2002,wenggun
91.14.43.2003,posman
91.14.43.2004,tiyonggi
91.14.43.2005,yelly
91.14.43.2006,agin
91.14.43.2007,kogagi
91.14.43.2008,yebena
91.14.43.2009,wamigi
91.14.43.2010,kolanggun
91.14.44,bogonuk
91.14.44.2001,bogonuk
91.14.44.2002,wisman
91.14.44.2003,paba
91.14.44.2004,ewan
91.14.44.2005,wumelak
91.14.44.2006,walelo
91.14.44.2007,laura
91.14.44.2008,talinamber
91.14.44.2009,aliduda
91.14.44.2010,andomak
91.14.45,li anogomma
91.14.45.2001,wiyaluk
91.14.45.2002,aburage
91.14.45.2003,kogoyapura
91.14.45.2004,erimbur
91.14.45.2005,leragawi/megagiraku k
91.14.45.2006,longgoboma
91.14.45.2007,tingwi
91.14.45.2008,gubura
91.14.45.2009,lubuk
91.14.45.2010,bogome
91.14.46,biuk
91.14.46.2001,biuk
91.14.46.2002,guburini
91.14.46.2003,yiluk/kondenggun
91.14.46.2004,yugu mabur
91.14.46.2005,tomagipura
91.14.46.2006,yiyogobak/kibur
91.14.46.2007,galubup
91.14.46.2008,mbinime/jinulira
91.14.46.2009,wonabu
91.14.46.2010,tomagi/gubagi
91.14.46.2011,purugi
91.14.47,yuko
91.14.47.2001,pekaleme
91.14.47.2002,teleme
91.14.47.2003,giko
91.14.47.2004,kungge
91.14.47.2005,kotorambur
91.14.47.2006,miyanagame
91.14.47.2007,karu
91.14.47.2008,tabuh
91.14.47.2009,gwak dugunik
91.14.47.2010,minegimen
91.14.47.2011,ambirik
91.15,kab. waropen
91.15.01,waropen bawah
91.15.01.2003,waren i
91.15.01.2004,waren ii
91.15.01.2011,nonomi
91.15.01.2020,sarafambai
91.15.01.2025,uri
91.15.01.2027,batu zaman
91.15.01.2029,sawara jaya
91.15.03,masirei
91.15.03.2006,saurisirami
91.15.03.2009,sinonde
91.15.03.2013,kali baru
91.15.03.2014,sirami
91.15.03.2015,bunggu
91.15.03.2016,kowogi
91.15.03.2017,emauri
91.15.03.2018,obutay
91.15.03.2019,wairo
91.15.07,risei sayati
91.15.07.2002,fafado
91.15.07.2003,wobari
91.15.07.2013,aimasi
91.15.07.2014,mui
91.15.07.2015,waghare
91.15.07.2016,ghaiwando
91.15.07.2017,womorisi
91.15.07.2018,orambin
91.15.07.2019,unareu
91.15.07.2020,ghaiwaru
91.15.08,urei faisei
91.15.08.2001,ureifaisei i/sanggae
91.15.08.2002,urfas ii
91.15.08.2003,nubuai
91.15.08.2004,ureifaisei iii/ paradoi
91.15.08.2005,apainabo
91.15.08.2006,mambui
91.15.08.2007,khemoon jaya
91.15.08.2008,usaiwa
91.15.08.2009,paradoi
91.15.08.2010,ghoyui
91.15.08.2011,rorisi
91.15.08.2012,ronggaiwa
91.15.09,inggerus
91.15.09.2002,somiangga
91.15.09.2004,toire
91.15.09.2005,harapan jaya
91.15.09.2006,demisa
91.15.09.2008,otodemo
91.15.09.2011,awaso
91.15.09.2012,firo
91.15.10,kirihi
91.15.10.2001,dairi
91.15.10.2002,spoiri
91.15.10.2003,sooh
91.15.10.2004,dirou
91.15.10.2005,diwah
91.15.10.2006,kuaisa
91.15.10.2007,aru antu
91.15.10.2008,foira
91.15.10.2009,kawari
91.15.10.2010,wafuka
91.15.11,oudate
91.15.11.2001,botawa
91.15.11.2002,sowiwa
91.15.11.2003,baino jaya
91.15.11.2004,nau
91.15.11.2005,rasawa
91.15.11.2006,ruambak jaya
91.15.11.2007,moroa
91.15.11.2008,oiboa
91.15.12,wapoga
91.15.12.2001,wapoga
91.15.12.2002,pirare
91.15.12.2003,awera
91.15.12.2004,syewa merare
91.15.12.2005,kamarisano
91.15.12.2006,waweri
91.15.12.2007,dokis
91.15.13,demba
91.15.13.2001,urato
91.15.13.2002,mayaghaido
91.15.13.2003,aniboi
91.15.13.2007,tetui
91.15.13.2008,demba
91.15.13.2009,fafai
91.15.13.2017,wudokuri
91.15.13.2018,aiwa
91.15.13.2019,biati
91.15.13.2020,ronarai
91.15.14,wonti
91.15.14.2001,odase
91.15.14.2002,wanda
91.15.14.2003,bakadaro
91.15.14.2004,moyufuri
91.15.14.2005,wonti kai
91.15.14.2006,ghoiwi samberi
91.15.14.2007,gheroi
91.15.14.2008,fimore
91.15.14.2009,sifuisera
91.15.14.2010,borumei
91.15.15,soyoi mambai
91.15.15.2001,mambai
91.15.15.2002,soyoi
91.15.15.2003,daimboa
91.15.15.2004,napani
91.15.15.2005,segha
91.15.15.2006,wainarisi
91.15.15.2007,fafarui
91.15.15.2008,dawoa
91.15.15.2009,sinabo
91.15.15.2010,woinui
91.16,kab. boven digoel
91.16.01,mandobo
91.16.01.2003,ampera
91.16.01.2004,sokanggo
91.16.01.2005,persatuan
91.16.01.2011,mariam
91.16.01.2012,mawan
91.16.02,mindiptana
91.16.02.2001,mindiptana
91.16.02.2003,umap
91.16.02.2005,awayanka
91.16.02.2009,wanggatkibi
91.16.02.2012,epsembit
91.16.02.2013,andobit
91.16.02.2014,niyimbang
91.16.02.2015,anggumbit
91.16.02.2016,imko
91.16.02.2017,kamka
91.16.02.2018,osso
91.16.02.2019,tinggam
91.16.02.2023,kakuna
91.16.03,waropko
91.16.03.2001,woropko
91.16.03.2002,winiktit
91.16.03.2003,kanggewot
91.16.03.2004,jetetkun
91.16.03.2005,inggembit
91.16.03.2006,wametkapa
91.16.03.2009,wombon
91.16.03.2013,upkim
91.16.03.2014,ikcan
91.16.04,kouh
91.16.04.2001,kouh
91.16.04.2007,jair
91.16.04.2008,mandobo
91.16.05,jair
91.16.05.2006,getentiri
91.16.05.2008,anggai
91.16.05.2009,butiptiri
91.16.05.2010,asiki
91.16.05.2013,kapogu
91.16.05.2014,miri
91.16.06,bomakia
91.16.06.2001,bomakia i
91.16.06.2002,bomakia ii
91.16.06.2003,somi
91.16.06.2004,aifa
91.16.06.2005,uni
91.16.07,kombut
91.16.07.2001,kombut
91.16.07.2002,moukbiran
91.16.07.2003,kawangtet
91.16.07.2004,amuan
91.16.08,iniyandit
91.16.08.2001,langgoan
91.16.08.2002,tetop
91.16.08.2003,wariktop
91.16.08.2004,autriop
91.16.08.2005,ogenatan
91.16.09,arimop
91.16.09.2001,maju
91.16.09.2002,bukit
91.16.09.2003,ujung
91.16.09.2004,ginggimop
91.16.09.2005,patriot
91.16.09.2006,arimbet
91.16.09.2007,aroa
91.16.10,fofi
91.16.10.2001,sadar
91.16.10.2002,bangun
91.16.10.2003,makmur
91.16.10.2004,sohokanggo
91.16.10.2005,domo
91.16.10.2006,hamkhu
91.16.10.2007,hello
91.16.10.2008,navini
91.16.11,ambatkwi
91.16.11.2001,kuken
91.16.11.2002,kolopkam
91.16.11.2003,awaken
91.16.11.2004,arimbit
91.16.11.2005,anyumka
91.16.12,manggelum
91.16.12.2001,manggelum
91.16.12.2002,burunggop
91.16.12.2003,bayanggop
91.16.12.2004,gaguop
91.16.12.2005,kewam
91.16.12.2006,mangga tiga
91.16.13,firiwage
91.16.13.2001,firiwage
91.16.13.2002,karuwage
91.16.13.2005,waliburu
91.16.13.2006,kabuwage
91.16.14,yaniruma
91.16.14.2001,yaniruma
91.16.14.2003,manggemahe
91.16.14.2004,fefero
91.16.15,subur
91.16.15.2001,subur
91.16.15.2002,kaisa
91.16.15.2003,waghai
91.16.15.2004,aiwat
91.16.16,kombay
91.16.16.2001,wanggemalo
91.16.16.2002,sinimburu
91.16.16.2003,yafufla
91.16.16.2004,ugo
91.16.16.2005,dema
91.16.17,ninati
91.16.17.2001,ninati
91.16.17.2002,upyetetko
91.16.17.2003,kawaktembut
91.16.17.2004,tembutka
91.16.17.2005,timka
91.16.18,sesnuk
91.16.18.2001,sesnuk
91.16.18.2002,anggamburan
91.16.18.2003,kanggup
91.16.18.2004,yomkondo
91.16.18.2005,amboran
91.16.19,ki
91.16.19.2001,metto
91.16.19.2002,obinangge
91.16.19.2003,watemu
91.16.19.2004,ujungkia
91.16.20,kawagit
91.16.20.2001,wanggom
91.16.20.2002,kawagit
91.16.20.2003,kombai
91.16.20.2004,biwage
91.16.20.2005,biwage dua
91.16.20.2006,niop
91.17,kab. mappi
91.17.01,obaa
91.17.01.2001,obaa
91.17.01.2002,dagimon
91.17.01.2003,rep
91.17.01.2004,mappi bawah/yamui
91.17.01.2005,wanggate
91.17.01.2009,piai
91.17.01.2010,muin
91.17.01.2011,gauda
91.17.01.2012,soba
91.17.01.2013,enem
91.17.01.2014,kogo
91.17.01.2015,kadam/oyim
91.17.01.1022,kepi
91.17.01.2023,tokhom
91.17.01.2024,emete
91.17.01.2025,wairu
91.17.01.2026,rayam
91.17.01.2028,harome
91.17.01.2029,metim
91.17.01.2030,masin
91.17.01.2031,madu
91.17.01.2032,yangpop
91.17.01.2033,paedam
91.17.01.2034,marbin
91.17.02,mambioman bapai
91.17.02.2001,mur
91.17.02.2003,agham
91.17.02.2004,waghien/koba
91.17.02.2005,khatan
91.17.02.2008,monana
91.17.02.2009,wagin
91.17.02.2013,waman
91.17.02.2014,ima
91.17.02.2015,kogoyaman
91.17.02.2016,magabag
91.17.02.2017,tereyemu
91.17.02.2018,yatan
91.17.02.2019,linggua
91.17.02.2024,waruwe
91.17.02.2025,ghanu
91.17.03,citak-mitak
91.17.03.2003,bidnew
91.17.03.2004,senggo
91.17.03.2005,kumasma
91.17.03.2012,womin
91.17.03.2013,tamanin
91.17.03.2014,epem
91.17.03.2015,abau
91.17.04,edera
91.17.04.1001,bade
91.17.04.2002,geturki
91.17.04.2012,mememu
91.17.04.2013,gimikya
91.17.04.2014,banamepe
91.17.04.2015,yodom
91.17.04.2016,isyaman
91.17.05,haju
91.17.05.2001,yagatsu
91.17.05.2002,amagatsu
91.17.05.2003,katage
91.17.05.2004,sogope
91.17.05.2005,wiyage
91.17.05.2006,kasima
91.17.05.2007,amenda
91.17.05.2008,kaibu
91.17.05.2009,omuro
91.17.05.2010,okor
91.17.05.2011,atsipim
91.17.05.2012,semtaipim
91.17.05.2013,geiripim
91.17.05.2014,warogom
91.17.05.2015,kaibusene
91.17.05.2016,arare
91.17.05.2017,paghai
91.17.05.2018,kerke
91.17.05.2019,mani
91.17.06,assue
91.17.06.2001,sigare
91.17.06.2002,jufo besar
91.17.06.2003,eci
91.17.06.2004,aboge
91.17.06.2005,khanami
91.17.06.2006,yame
91.17.06.2007,kaitok
91.17.06.2008,homang
91.17.06.2009,jufo kecil
91.17.06.2010,khabu
91.17.06.2011,kiki
91.17.06.2012,isage
91.17.06.2013,kopi
91.17.06.2014,asaren
91.17.06.2015,keru
91.17.06.2016,girimio
91.17.06.2017,haffo
91.17.06.2018,meda
91.17.07,kaibar
91.17.07.2001,amazu
91.17.07.2002,imembi
91.17.07.2003,yemu
91.17.07.2005,fomu
91.17.07.2006,tiau
91.17.07.2007,binerbis
91.17.07.2012,tayau
91.17.08,passue
91.17.08.2001,sepoh
91.17.08.2002,bagaram
91.17.08.2003,passue/taim
91.17.08.2004,nohon
91.17.08.2005,kotiak
91.17.08.2006,menya
91.17.08.2007,tokhompatu
91.17.08.2008,kotup
91.17.08.2009,rimba jaya/gayu
91.17.08.2010,kaime
91.17.08.2011,baitate
91.17.08.2012,urufu
91.17.08.2013,afogoma
91.17.09,minyamur
91.17.09.2001,kabe
91.17.09.2002,kaumi
91.17.09.2003,kayagai
91.17.09.2004,ati
91.17.09.2005,upin
91.17.09.2006,taragai
91.17.09.2007,sene
91.17.09.2008,komru
91.17.09.2009,kofar
91.17.09.2010,sumuraman
91.17.09.2011,pano
91.17.09.2012,kogir
91.17.10,venaha
91.17.10.2006,sien
91.17.10.2007,sahapikya
91.17.10.2008,harapan
91.17.10.2009,yibin
91.17.10.2010,mopio
91.17.10.2011,pies
91.17.10.2012,memes
91.17.10.2015,getiyo
91.17.11,syahcame
91.17.11.2001,homlikia
91.17.11.2002,kobeta
91.17.11.2003,asset
91.17.11.2004,osso
91.17.11.2005,bosma
91.17.11.2006,oghoto
91.17.12,yakomi
91.17.12.2001,amk
91.17.12.2002,yame
91.17.12.2003,benggo
91.17.12.2004,kokoya
91.17.12.2005,borohaba
91.17.12.2006,ogorito
91.17.12.2007,hebeske
91.17.13,bamgi
91.17.13.2001,yeloba
91.17.13.2002,konebi
91.17.13.2003,sibi
91.17.13.2004,tagaimon sino
91.17.13.2005,tagaimon karome
91.17.14,passue bawah
91.17.14.2001,wonggi
91.17.14.2002,busiri
91.17.14.2003,keta
91.17.14.2004,veta
91.17.14.2005,honya
91.17.14.2006,haku
91.17.14.2007,bifo
91.17.14.2008,samurukie
91.17.15,ti zain
91.17.15.2001,sagis
91.17.15.2002,kumaban
91.17.15.2003,tugumau
91.17.15.2004,basman
91.17.15.2005,merokima
91.17.15.2006,mu
91.17.15.2007,pier
91.17.15.2008,tarwa
91.18,kab. asmat
91.18.01,agats
91.18.01.2001,yomoth
91.18.01.2002,uwus
91.18.01.2004,asuwetsy
91.18.01.2005,bisman
91.18.01.2006,bis agats
91.18.01.2007,per
91.18.01.2008,briten
91.18.01.2010,mbait
91.18.01.2011,bou
91.18.01.2012,saw
91.18.01.2013,kaye
91.18.01.2014,suwru
91.18.02,atsj
91.18.02.2001,atsy
91.18.02.2006,sagoni
91.18.02.2007,amanamkai
91.18.02.2013,ambisu
91.18.02.2016,bine
91.18.02.2017,bipin
91.18.02.2018,yaisiu
91.18.02.2023,bakasei
91.18.02.2026,cewewyamew
91.18.03,sawa erma
91.18.03.2005,sawa
91.18.03.2006,erma
91.18.03.2009,bu
91.18.03.2018,er
91.18.03.2019,pupis
91.18.03.2020,sona
91.18.03.2026,agani
91.18.03.2027,mumugu
91.18.03.2038,sauti
91.18.03.2043,mumugu dua
91.18.04,akat
91.18.04.2001,ayam
91.18.04.2004,menepsimni
91.18.04.2005,beco
91.18.04.2006,yuni
91.18.04.2007,buetkwar
91.18.04.2010,waw
91.18.04.2011,bayiw pinam
91.18.04.2012,cumnew
91.18.04.2013,jewes
91.18.04.2016,fakan
91.18.04.2017,simini
91.18.05,fayit
91.18.05.2001,basim
91.18.05.2002,waras
91.18.05.2003,biopis
91.18.05.2004,nanai
91.18.05.2007,bagair
91.18.05.2008,bawos
91.18.05.2009,piramat
91.18.05.2010,tauro
91.18.05.2011,pirien
91.18.05.2012,acenep
91.18.05.2013,kagas
91.18.05.2014,wiyar
91.18.05.2015,ais
91.18.05.2016,yawas
91.18.05.2017,ainamsato
91.18.05.2018,bakyor
91.18.05.2019,isar
91.18.05.2020,kayarpis
91.18.05.2021,sayoa
91.18.05.2022,bora
91.18.05.2023,amaita
91.18.05.2024,akan tapak
91.18.05.2025,mapane
91.18.06,pantai kasuari
91.18.06.2007,kamur
91.18.06.2008,sanep
91.18.06.2023,saramit
91.18.06.2024,yahoi
91.18.06.2025,hainam
91.18.06.2026,yagamit
91.18.06.2027,bawor
91.18.06.2028,sanapai
91.18.06.2041,sarmafo
91.18.07,suator
91.18.07.2001,binam
91.18.07.2002,dekamor
91.18.07.2003,daikot
91.18.07.2004,somnak
91.18.07.2008,vakam
91.18.07.2009,wagabus
91.18.07.2010,burbis
91.18.07.2012,bubis
91.18.07.2013,karbis
91.18.07.2014,jinak
91.18.07.2015,wowi
91.18.07.2020,soray
91.18.07.2021,vakam dua
91.18.07.2022,bor
91.18.07.2023,waganu dua
91.18.07.2025,wabak
91.18.07.2030,waijens
