kode,nama
11.03.07.2010,paya lipah
11.03.07.2011,seumatang muda itam
11.03.07.2012,lhok dalam
11.03.07.2013,beusa meuranoe
11.03.07.2014,bangka rimung
11.03.07.2015,tanoh rata
11.03.07.2016,bandrong
11.03.07.2017,blang balok
11.03.07.2018,cot muda itam
11.03.07.2019,keumuneng
11.03.07.2020,kuala leuge
11.03.07.2021,balee buya
11.03.07.2022,alue nibong
11.03.07.2023,seuneubok peusangan
11.03.07.2024,seuneubok aceh
11.03.07.2025,seuneubok pidie
11.03.07.2026,dama tutong
11.03.07.2027,matang gleum
11.03.07.2028,lubok pempeng
11.03.07.2029,buket pala
11.03.07.2030,paya kalui
11.03.07.2031,cek mbon
11.03.07.2032,paya meuligou
11.03.07.2033,blang simpo
11.03.07.2034,blang batee
11.03.07.2035,matang peulawi
11.03.07.2036,cot geulumpang
11.03.07.2037,alue rambong
11.03.07.2038,cot keh
11.03.08,rantau selamat
11.03.08.2001,bayeun
11.03.08.2002,rantau panjang
11.03.08.2003,alue raya
11.03.08.2004,alue kumba
11.03.08.2005,seuneubok dalam
11.03.08.2006,alue seuleumak
11.03.08.2007,sarah kayee
11.03.08.2008,damar siput
11.03.08.2009,simpang peut
11.03.08.2010,simpang aneuh
11.03.08.2011,alue punti
11.03.08.2012,alue kaul
11.03.08.2013,sarah teube
11.03.08.2014,alue tuwi
11.03.09,simpang ulim
11.03.09.2001,peulalu
11.03.09.2002,nicah awe
11.03.09.2003,alue buloh sa
11.03.09.2004,alue buloh dua
11.03.09.2005,teupin breuh
11.03.09.2006,matang rayeuk
11.03.09.2007,matang kumbang
11.03.09.2008,blang nie
11.03.09.2010,bantayan
11.03.09.2011,matang weng
11.03.09.2012,alue mulieng
11.03.09.2013,pucok alue dua
11.03.09.2014,gampong blang
11.03.09.2015,keude tuha
11.03.09.2016,kuala simpang ulim
11.03.09.2017,lampoh rayeuk
11.03.09.2018,teupin mamplam
11.03.09.2019,titi baroh
11.03.09.2020,pucok alue sa
11.03.09.2021,pucok alue barat
11.03.09.2022,arakundo
11.03.09.2023,gampong baro
11.03.09.2024,matang seupeng
11.03.10,rantau peureulak
11.03.10.2001,paya unou
11.03.10.2002,seuneubok johan
11.03.10.2003,seuneubok baro
11.03.10.2004,pulo blang
11.03.10.2005,blang barom
11.03.10.2006,seuneubok dalam
11.03.10.2007,seuleumak muda
11.03.10.2008,bhom lama
11.03.10.2009,pasi puteh
11.03.10.2010,alue dua
11.03.10.2011,buket pala
11.03.10.2012,mata ie
11.03.10.2013,alue udep
11.03.10.2014,seumali
11.03.10.2015,punti payong
11.03.10.2016,paya palas
11.03.10.2017,tampak
11.03.10.2018,kliet
11.03.10.2019,alue geunteng
11.03.10.2020,pertamina
11.03.10.2021,alue batee
11.03.10.2022,beurandang
11.03.10.2024,seumanah jaya
11.03.11,pante bidari
11.03.11.2001,blang seunong
11.03.11.2002,suka damai
11.03.11.2003,pante labu
11.03.11.2004,pante rambong
11.03.11.2005,alue ie mirah
11.03.11.2006,seuneubok tuha
11.03.11.2007,seuneubok saboh
11.03.11.2008,buket kareung
11.03.11.2009,buket bata
11.03.11.2010,meunasah tunong
11.03.11.2011,meunasah teungoh
11.03.11.2012,keude baro
11.03.11.2013,matang perlak
11.03.11.2014,grong-grong
11.03.11.2015,matang kruet
11.03.11.2016,meunasah leubok
11.03.11.2017,pante panah
11.03.11.2018,paya demam sa
11.03.11.2019,paya demam dua
11.03.11.2020,paya demam lhee
11.03.11.2021,matang pudeng
11.03.11.2022,putoh sa
11.03.11.2023,putoh dua
11.03.11.2024,sah raja
11.03.11.2025,sijudo
11.03.12,madat
11.03.12.2001,madat
11.03.12.2002,matang keupula sa
11.03.12.2003,matang keupula dua
11.03.12.2004,matang keupula lhee
11.03.12.2005,ulee ateung
11.03.12.2006,blang ubit
11.03.12.2007,matang guru
11.03.12.2008,pantee bayam
11.03.12.2009,meunasah asan
11.03.12.2010,meunasah tingkeum
11.03.12.2011,lueng dua
11.03.12.2012,lueng peut
11.03.12.2013,paya demam peut
11.03.12.2014,abeuk geulanteu
11.03.12.2015,rambong lop
11.03.12.2016,tanjong ara
11.03.12.2017,matang jrok
11.03.12.2018,paya naden
11.03.12.2019,tanjong minjei
11.03.12.2020,pante merbo
11.03.12.2021,blang awe
11.03.12.2022,bintah
11.03.12.2023,seuneubok pidie
11.03.12.2024,blang andam
11.03.12.2025,matang nibong
11.03.12.2026,lueng sa
11.03.13,indra makmu
11.03.13.2001,seuneubok bayu
11.03.13.2002,alue ie itam
11.03.13.2003,blang nisan
11.03.13.2004,bandar baro
11.03.13.2005,alue patong
11.03.13.2006,alue ie mirah
11.03.13.2007,suka makmur
11.03.13.2008,jambo balee
11.03.13.2009,jambo lubok
11.03.13.2010,seuneubok cina
11.03.13.2011,pelita sagop jaya
11.03.13.2012,perkebunan julok rayeuk selatan
11.03.13.2013,perkebunan julok rayeuk utara
11.03.14,idi tunong
11.03.14.2001,seuneubok buloh
11.03.14.2002,seuneubok baro
11.03.14.2003,seuneubok meureudu
11.03.14.2004,seuneubok teupin panah
11.03.14.2005,teupin panah
11.03.14.2006,gampong keumuneng
11.03.14.2007,keude keumuneng
11.03.14.2008,keumuneng lhok
11.03.14.2009,paya awee
11.03.14.2010,paya gaboh
11.03.14.2011,padang kasah
11.03.14.2012,buket teukuh
11.03.14.2013,buket pu'uk
11.03.14.2014,blang minjei
11.03.14.2015,alue kumbang a
11.03.14.2016,alue kumbang m
11.03.14.2017,alue lhok
11.03.14.2018,seuneubok buya
11.03.14.2019,seuneubok drien
11.03.14.2020,bantayan barat
11.03.14.2021,blang guci
11.03.14.2022,buket rumiya
11.03.14.2023,seuneubok punti
11.03.14.2024,seuneubok jalan
11.03.14.2025,seuneubok dalam
11.03.15,banda alam
11.03.15.2001,jalan dua
11.03.15.2002,jambo reuhat
11.03.15.2003,seuneubok benteng
11.03.15.2004,seuneubok pango
11.03.15.2005,seuneubok simpang
11.03.15.2006,seuneubok kandang
11.03.15.2007,ulee jalan
11.03.15.2008,uram jalan
11.03.15.2009,seuneubok bayu
11.03.15.2010,blang rambong
11.03.15.2011,buket drien
11.03.15.2012,panton rayeuk a
11.03.15.2013,panton rayeuk b
11.03.15.2014,panton rayeuk m
11.03.15.2015,panton rayeuk t
11.03.15.2016,paya laman
11.03.16,peudawa
11.03.16.2001,gampong keude
11.03.16.2002,meunasah krueng
11.03.16.2003,kuta baro
11.03.16.2004,alue batee
11.03.16.2005,matang rayeuk
11.03.16.2006,paya bili dua
11.03.16.2007,alue ie itam
11.03.16.2008,asan rampak
11.03.16.2009,gampong kuala
11.03.16.2010,paya dua
11.03.16.2011,seuneubok teungoh
11.03.16.2012,buket kuta
11.03.16.2013,sama dua
11.03.16.2014,blang kuta
11.03.16.2015,blang buket
11.03.16.2016,seuneubok peunteut
11.03.16.2017,paya bili sa
11.03.17,peureulak timur
11.03.17.2001,babah krueng
11.03.17.2002,kruet lintang
11.03.17.2003,jengki
11.03.17.2004,buket meriam
11.03.17.2005,alue gureb
11.03.17.2006,seuneubok teupin
11.03.17.2007,seuneubok teungoh
11.03.17.2008,alue bugeng
11.03.17.2009,seuneubok punti
11.03.17.2010,seumatang keude
11.03.17.2011,seuneubok jalan
11.03.17.2012,seuneubok paya
11.03.17.2013,alue tho
11.03.17.2014,seuneubok rawang
11.03.17.2015,alue bu alue nireh
11.03.17.2016,seuneubok dalam
11.03.17.2017,seuneubok lapang
11.03.17.2018,gelanggang meurak
11.03.17.2019,alue bu alue lhok
11.03.17.2020,tualang pateng
11.03.18,peureulak barat
11.03.18.2001,beusa seberang
11.03.18.2002,mon geudong
11.03.18.2003,paya seungat
11.03.18.2004,teumpeun
11.03.18.2005,alue bu tuha
11.03.18.2006,alue bu jalan
11.03.18.2007,tanjong tualang
11.03.18.2008,beringen
11.03.18.2009,kebon tempeun
11.03.18.2010,paya gajah
11.03.18.2011,kabu
11.03.18.2012,paya biek
11.03.18.2013,beusa baroh
11.03.18.2014,alue bu jalan baroh
11.03.18.2015,alue bu tunong
11.03.19,sungai raya
11.03.19.2001,alue rangan
11.03.19.2002,geulumpang payong
11.03.19.2003,labuhan keudee
11.03.19.2004,buket seulamat
11.03.19.2005,buket drien
11.03.19.2006,alue itam
11.03.19.2007,paya keutapang
11.03.19.2008,gajah mentah
11.03.19.2009,seuneubok pase
11.03.19.2010,seuneubok aceh
11.03.19.2011,krueng lingka
11.03.19.2012,sungai simpang
11.03.19.2013,kuala parek
11.03.20,simpang jernih
11.03.20.2001,simpang jernih
11.03.20.2002,batu sumbang
11.03.20.2003,pante kera
11.03.20.2004,rantau panjang
11.03.20.2005,melidi
11.03.20.2006,tampur paloh
11.03.20.2007,tampur boor
11.03.20.2008,hti rantau naro
11.03.21,darul ihsan
11.03.21.2001,meudang ara
11.03.21.2002,gunong putoh
11.03.21.2003,meunasah aroen
11.03.21.2004,keude dua
11.03.21.2005,seuneubok lapang
11.03.21.2006,alue jangat
11.03.21.2007,buket peulawi
11.03.21.2008,lhok panjoe
11.03.21.2009,seuneubok aceh baro
11.03.21.2010,pulo blang
11.03.21.2011,lhok dalam
11.03.21.2012,lhok leumak
11.03.21.2013,seuneubok kulam
11.03.21.2014,panton meurebo
11.03.21.2015,seuneubok teungoh
11.03.21.2016,lhok meureu
11.03.22,darul falah
11.03.22.2001,tunong bugeng
11.03.22.2002,cempeudak
11.03.22.2003,buket tufah
11.03.22.2004,tunong ulee gajah
11.03.22.2005,keudondong
11.03.22.2006,seuneubok panton
11.03.22.2007,buket teumpeun
11.03.22.2008,keude blang
11.03.22.2009,paya kruep
11.03.22.2010,tunong paya kruep
11.03.22.2011,alue siwah
11.03.23,idi timur
11.03.23.2001,keutapang dua
11.03.23.2002,matang rayeuk pp
11.03.23.2003,meunasah jeumpa
11.03.23.2004,lhok asahan
11.03.23.2005,tualang dalam
11.03.23.2006,seuneubok kuyun
11.03.23.2007,ulee glee
11.03.23.2008,seuneubok barat
11.03.23.2009,seuneubok teungoh
11.03.23.2010,seuneubok timu
11.03.23.2011,matang bungong
11.03.23.2012,matang rayeuk smk
11.03.23.2013,seuneubok dalam
11.03.24,peunaron
11.03.24.2001,arul pinang
11.03.24.2002,peunaron baru
11.03.24.2003,peunaron lama
11.03.24.2004,bukit tiga
11.03.24.2006,sri mulya
11.04,kab. aceh tengah
11.04.01,linge
11.04.01.2003,delung sekinel
11.04.01.2005,gelampang gading
11.04.01.2006,gewat
11.04.01.2008,jamat
11.04.01.2009,kemerleng
11.04.01.2010,kute baru
11.04.01.2011,kute keramil
11.04.01.2012,kute rayang
11.04.01.2013,kute riyem
11.04.01.2014,kute robel
11.04.01.2015,linge
11.04.01.2016,lumut
11.04.01.2018,mungkur
11.04.01.2019,owaq
11.04.01.2020,pantan nangka
11.04.01.2021,penarun
11.04.01.2022,simpang tige uning
11.04.01.2023,umang
11.04.01.2024,despot linge
11.04.01.2025,gemboyah
11.04.01.2031,arul item
11.04.01.2032,ise-ise
11.04.01.2033,kute reje
11.04.01.2034,reje payung
11.04.01.2035,pantan reduk
11.04.01.2036,antara
11.04.02,silih nara
11.04.02.2001,arul gele
11.04.02.2002,arul kumer
11.04.02.2003,burni bius
11.04.02.2004,genting gerbang
11.04.02.2005,gunung singit
11.04.02.2007,pepayungan angkup
11.04.02.2008,remesen
11.04.02.2009,rutih
11.04.02.2010,semelit mutiara
11.04.02.2012,wih porak
11.04.02.2013,wih bakong
11.04.02.2014,wihni durin
11.04.02.2016,arul putih
11.04.02.2017,arul relem
11.04.02.2018,burni bius baru
11.04.02.2019,jerata
11.04.02.2022,paya beke
11.04.02.2023,paya pelu
11.04.02.2026,rebe gedung
11.04.02.2027,reremal
11.04.02.2029,senehen
11.04.02.2030,simpang kemili
11.04.02.2031,tenebuk kampung baru
11.04.02.2032,terang engon
11.04.02.2033,wih pesam
11.04.02.2034,bius utama
11.04.02.2035,meker indah
11.04.02.2036,mulie jadi
11.04.02.2037,wih bersih
11.04.02.2038,wih sagi indah
11.04.02.2039,arul kumer barat
11.04.02.2040,arul kumer timur
11.04.02.2041,arul kumer selatan
11.04.03,bebesen
11.04.03.2001,blang kolak i
11.04.03.2002,bebesan
11.04.03.2003,mongal
11.04.03.2004,daling
11.04.03.2005,tensaran
11.04.03.2006,lelabu
11.04.03.2007,blang gele
11.04.03.2008,kemili
11.04.03.2009,tan saril
11.04.03.2010,blang kolak ii
11.04.03.2011,umang
11.04.03.2012,simpang iv
11.04.03.2013,bahgie
11.04.03.2014,keramat mupakat
11.04.03.2015,atu gajah reje guru
11.04.03.2016,atu tulu
11.04.03.2017,burbiah
11.04.03.2018,empus talu
11.04.03.2019,gele lah
11.04.03.2020,kebet
11.04.03.2021,lemah burbana
11.04.03.2022,mah bengi
11.04.03.2023,nunang antara
11.04.03.2024,pendere saril
11.04.03.2025,sadong juru mudi
11.04.03.2026,ulu nuwih
11.04.03.2027,colo blang gele
11.04.03.2028,kala kemili
11.04.07,pegasing
11.04.07.2001,arul badak
11.04.07.2004,berawang baro
11.04.07.2008,gelelungi
11.04.07.2009,ie reulop
11.04.07.2010,kayu kul
11.04.07.2011,kedelah
11.04.07.2012,kung
11.04.07.2013,kute lintang
11.04.07.2014,lelumu
11.04.07.2016,paya jeget
11.04.07.2017,pedekok
11.04.07.2018,pegasing
11.04.07.2019,pepalang
11.04.07.2021,simpang kelaping
11.04.07.2024,tebuk
11.04.07.2025,terang ulen
11.04.07.2026,ujung gele
11.04.07.2029,wih ilang
11.04.07.2030,wih nareh
11.04.07.2031,wih lah
11.04.07.2032,jejem
11.04.07.2033,jurusen
11.04.07.2034,kala pegasing
11.04.07.2035,linung ayu
11.04.07.2036,panangan mata
11.04.07.2037,pantan musara
11.04.07.2038,wih terjun
11.04.07.2039,belang bebangka
11.04.07.2040,uning
11.04.07.2041,uring
11.04.07.2042,suka damai
11.04.08,bintang
11.04.08.2001,atu payung
11.04.08.2002,bale nosar
11.04.08.2003,bamil nosar
11.04.08.2004,bewang
11.04.08.2005,dedamar
11.04.08.2006,genuren
11.04.08.2007,kala bintang
11.04.08.2008,kala segi
11.04.08.2009,kejurun syiah utama
11.04.08.2010,kelitu sintep
11.04.08.2011,kuala i
11.04.08.2012,kuala ii
11.04.08.2013,linung bulen i
11.04.08.2014,linung bulen ii
11.04.08.2015,mengaya
11.04.08.2016,mude nosar
11.04.08.2017,serule
11.04.08.2018,wakil jalil
11.04.08.2019,wihlah setie
11.04.08.2020,gegarang
11.04.08.2021,jamur konyel
11.04.08.2022,merodot
11.04.08.2023,sintep
11.04.08.2024,gele pulo
11.04.10,ketol
11.04.10.2001,bah
11.04.10.2002,blang mancung
11.04.10.2003,bintang pepara
11.04.10.2004,burlah
11.04.10.2005,buter
11.04.10.2006,cang duri
11.04.10.2007,geulumpang payung
11.04.10.2008,jaluk
11.04.10.2009,kala ketol
11.04.10.2010,karang ampar
11.04.10.2011,kekuyang
11.04.10.2012,kute gelime
11.04.10.2013,pantan penyo
11.04.10.2014,pantan reduk
11.04.10.2015,pondok balik
11.04.10.2016,rejewali
11.04.10.2017,serempah
11.04.10.2018,bergang
11.04.10.2019,blang mancung bawah
11.04.10.2020,buge ara
11.04.10.2021,genting bulen
11.04.10.2022,jalan tengah
11.04.10.2023,jerata
11.04.10.2024,simpang juli
11.04.10.2025,selon
11.04.11,kebayakan
11.04.11.2001,bukit sama
11.04.11.2002,gunung bukit
11.04.11.2003,jongok meluem
11.04.11.2004,kelupak mata
11.04.11.2005,lot kala
11.04.11.2006,mendale
11.04.11.2007,paya reje tami dalem
11.04.11.2008,paya tumpi
11.04.11.2009,pinangan
11.04.11.2010,bukit
11.04.11.2011,bukit ewih tami delem
11.04.11.2012,gunung bahgie
11.04.11.2013,gunung balohen
11.04.11.2014,jongkok bathin
11.04.11.2015,kala lengkio
11.04.11.2016,kute lot
11.04.11.2017,paya tumpi baru
11.04.11.2018,paya tumpi i
11.04.11.2019,timangan gading
11.04.11.2020,telege atu
11.04.12,kute panang
11.04.12.2001,atu gogop
11.04.12.2002,balik
11.04.12.2003,buter balik
11.04.12.2004,dedingin
11.04.12.2005,kute panang
11.04.12.2006,lukub sabun
11.04.12.2007,pantan sile
11.04.12.2008,ratawali
11.04.12.2009,segene balik
11.04.12.2010,tapak moge
11.04.12.2011,tawar miko
11.04.12.2012,tawardi
11.04.12.2013,timang rasa
11.04.12.2014,wih nongkal
11.04.12.2015,bukit rata
11.04.12.2016,lukub sabun barat
11.04.12.2017,lukub sabun tengah
11.04.12.2018,lukub sabun timur
11.04.12.2019,wih nongkal toa
11.04.12.2020,tapak moge timur
11.04.12.2021,empu balik
11.04.12.2022,blang balik
11.04.12.2023,kala nongkal
11.04.12.2024,pantan jerik
11.04.13,celala
11.04.13.2001,arul gading
11.04.13.2002,belang kekumur
11.04.13.2003,berawang gading
11.04.13.2004,celala
11.04.13.2005,cibro
11.04.13.2006,kuyun
11.04.13.2007,kuyun toa
11.04.13.2008,kuyun uken
11.04.13.2009,makmur
11.04.13.2010,melala
11.04.13.2011,paya kolak
11.04.13.2012,ramung ara
11.04.13.2013,sepakat
11.04.13.2014,tanoh depet
11.04.13.2015,uning berawang ramung
11.04.13.2016,blang delem
11.04.13.2017,depet indah
11.04.17,laut tawar
11.04.17.2001,takengon timur
11.04.17.2002,asir asir
11.04.17.2003,asir asir asia
11.04.17.2004,bale atu
11.04.17.2005,bujang
11.04.17.2006,gunung suku
11.04.17.2007,hakim bale bujang
11.04.17.2008,kenawat
11.04.17.2009,kuteni reje
11.04.17.2010,pedemun one one
11.04.17.2011,rawe
11.04.17.2012,takengon barat
11.04.17.2013,toweren antara
11.04.17.2014,toweran toa
11.04.17.2015,toweren uken
11.04.17.2016,teluk one-one
11.04.17.2017,merah mersa
11.04.17.2018,waq toweren
11.04.18,atu lintang
11.04.18.2001,atu lintang
11.04.18.2002,merah mege
11.04.18.2003,merah pupuk
11.04.18.2004,merah muyang
11.04.18.2005,gayo murni
11.04.18.2006,kepala akal
11.04.18.2007,tanoh abu
11.04.18.2008,bintang kekelip
11.04.18.2009,merah jernang
11.04.18.2010,damar mulyo
11.04.18.2011,pantan damar
11.04.19,jagong jeget
11.04.19.2001,merah said
11.04.19.2002,berawang dewal
11.04.19.2003,gegarang
11.04.19.2004,telege sari
11.04.19.2005,jeget ayu
11.04.19.2006,paya tungel
11.04.19.2007,jagong jeget
11.04.19.2008,bukit sari
11.04.19.2009,bukit kemuning
11.04.19.2010,paya dedep
11.04.20,bies
11.04.20.2001,bies penentanan
11.04.20.2002,bies baru
11.04.20.2003,bies mulie
11.04.20.2004,aru latong
11.04.20.2005,simpang lukup badak
11.04.20.2006,atang jungket
11.04.20.2007,tebes lues
11.04.20.2008,pucuk deku
11.04.20.2009,lenga
11.04.20.2010,uning pegantungen
11.04.20.2011,simpang uning niken
11.04.20.2012,karang bayur
11.04.21,rusip antara
11.04.21.2001,pantan tengah
11.04.21.2002,rusip
11.04.21.2003,pilar
11.04.21.2004,arul pertik
11.04.21.2005,pilar jaya
11.04.21.2006,tirmi ara
11.04.21.2007,atu singkih
11.04.21.2008,pantan bener
11.04.21.2009,kerawang
11.04.21.2010,mekar maju
11.04.21.2011,paya tampu
11.04.21.2012,tanjung
11.04.21.2013,merandeh paya
11.04.21.2014,kuala rawa
11.04.21.2015,pilar wih kiri
11.04.21.2016,lut jaya
11.05,kab. aceh barat
11.05.01,johan pahwalan
11.05.01.2001,suak indrapuri
11.05.01.2002,kampung belakang
11.05.01.2003,ujung kalak
11.05.01.2004,kuta padang
11.05.01.2005,ujong baroh
11.05.01.2006,rundeng
11.05.01.2007,drien rampak
11.05.01.2008,pasir
11.05.01.2009,pasar aceh
11.05.01.2010,padang seurahet
11.05.01.2011,panggong
11.05.01.2012,seuneugok
11.05.01.2013,gampong darat
11.05.01.2014,gampa
11.05.01.2015,lapang
11.05.01.2016,blang beurandang
11.05.01.2017,suak ribee
11.05.01.2018,suak raya
11.05.01.2019,suak nie
11.05.01.2020,leuhan
11.05.01.2021,suak sigadeng
11.05.02,kaway xvi
11.05.02.2001,keude aron
11.05.02.2002,kampung masjid
11.05.02.2003,padang mancang
11.05.02.2004,meunasah buloh
11.05.02.2005,alue tampak
11.05.02.2006,beureugang
11.05.02.2007,marek
11.05.02.2008,pasi jambu
11.05.02.2009,meunasah ara
11.05.02.2010,meunasah rayeuk
11.05.02.2011,simpang
11.05.02.2012,peunia
11.05.02.2013,tumpok ladang
11.05.02.2014,pasi teungoh
11.05.02.2015,putim
11.05.02.2016,meunasah rambot
11.05.02.2017,pasi jeumpa
11.05.02.2018,palimbungan
11.05.02.2019,muko
11.05.02.2020,meuna. gantung
11.05.02.2021,blang geunang
11.05.02.2022,puuk
11.05.02.2023,tanjong bungong
11.05.02.2024,alue on
11.05.02.2036,tanjong meulaboh
11.05.02.2037,keude tanjong
11.05.02.2038,pungkie
11.05.02.2039,pucok pungkie
11.05.02.2040,teladan
11.05.02.2041,pasi ara
11.05.02.2042,meunuang tanjong
11.05.02.2043,alue lhee
11.05.02.2044,blang dalam
11.05.02.2045,teupin panah
11.05.02.2046,drien caleue
11.05.02.2047,alue peudeung
11.05.02.2048,pasi meugat
11.05.02.2049,babah meulaboh
11.05.02.2050,pasi kumbang
11.05.02.2051,padang sikabu
11.05.02.2052,sawang teubei
11.05.02.2053,alue lhok
11.05.02.2062,butu jaya
11.05.02.2063,keuramat
11.05.03,sungai mas
11.05.03.2001,tungkop
11.05.03.2002,sakuy
11.05.03.2003,kajeung
11.05.03.2004,geudong
11.05.03.2005,sarah perlak
11.05.03.2006,tutut
11.05.03.2007,drien sibak
11.05.03.2008,tuwi saya
11.05.03.2009,lancong
11.05.03.2010,sipot
11.05.03.2011,pungki
11.05.03.2012,gunong buloh
11.05.03.2013,ramitie
11.05.03.2014,lubok beutong
11.05.03.2015,gleng
11.05.03.2016,tanoh mirah
11.05.03.2017,gaseu
11.05.03.2018,lueng baro
11.05.04,woyla
11.05.04.2001,kuala bhee
11.05.04.2002,pasi lunak
11.05.04.2003,pasi aceh
11.05.04.2004,aron tunong
11.05.04.2005,aron baroh
11.05.04.2006,pasi pandan
11.05.04.2007,ranto panyang
11.05.04.2008,gempa raya
11.05.04.2009,padang jawa
11.05.04.2010,ie itam tunong
11.05.04.2011,ie itam baroh
11.05.04.2012,tingkeum panyang
11.05.04.2013,lueng teungku yah
11.05.04.2014,lueng tanoh tho
11.05.04.2015,gunong rambong
11.05.04.2016,drien mangko
11.05.04.2017,gunung hampa
11.05.04.2018,lung jawa
11.05.04.2019,blang mee
11.05.04.2020,alue blang
11.05.04.2021,paya dua
11.05.04.2022,paya luah
11.05.04.2023,pasi ara kuala batee
11.05.04.2024,alue sikaya
11.05.04.2025,darul huda
11.05.04.2026,keuleumbah
11.05.04.2027,jawa
11.05.04.2028,pulo ie
11.05.04.2029,alue panyang
11.05.04.2030,cot keumudai
